date,NIC-Liabilities-Mils,NIC-Liabilities
2007-08-08,48310,48310000000
2007-08-15,47724,47724000000
2007-08-22,47573,47573000000
2007-08-29,48060,48060000000
2007-09-05,48539,48539000000
2007-09-12,47867,47867000000
2007-09-19,47644,47644000000
2007-09-26,47752,47752000000
2007-10-03,48214,48214000000
2007-10-10,48336,48336000000
2007-10-17,47688,47688000000
2007-10-24,47497,47497000000
2007-10-31,47843,47843000000
2007-11-07,47986,47986000000
2007-11-14,48005,48005000000
2007-11-21,47499,47499000000
2007-11-28,47674,47674000000
2007-12-05,48104,48104000000
2007-12-12,48269,48269000000
2007-12-19,49330,49330000000
2007-12-26,50724,50724000000
2008-01-02,50157,50157000000
2008-01-09,48156,48156000000
2008-01-16,47408,47408000000
2008-01-23,47145,47145000000
2008-01-30,47252,47252000000
2008-02-06,47346,47346000000
2008-02-13,47230,47230000000
2008-02-20,47264,47264000000
2008-02-27,47170,47170000000
2008-03-05,47287,47287000000
2008-03-12,47179,47179000000
2008-03-19,47652,47652000000
2008-03-26,47418,47418000000
2008-04-02,47548,47548000000
2008-04-09,47491,47491000000
2008-04-16,47438,47438000000
2008-04-23,47594,47594000000
2008-04-30,48164,48164000000
2008-05-07,48310,48310000000
2008-05-14,48514,48514000000
2008-05-21,48917,48917000000
2008-05-28,48629,48629000000
2008-06-04,48853,48853000000
2008-06-11,48782,48782000000
2008-06-18,48799,48799000000
2008-06-25,49300,49300000000
2008-07-02,50176,50176000000
2008-07-09,49729,49729000000
2008-07-16,49444,49444000000
2008-07-23,49403,49403000000
2008-07-30,49911,49911000000
2008-08-06,50432,50432000000
2008-08-13,49875,49875000000
2008-08-20,49703,49703000000
2008-08-27,50082,50082000000
2008-09-03,50692,50692000000
2008-09-10,50142,50142000000
2008-09-17,49829,49829000000
2008-09-24,49833,49833000000
2008-10-01,50299,50299000000
2008-10-08,50598,50598000000
2008-10-15,50866,50866000000
2008-10-22,50522,50522000000
2008-10-29,50772,50772000000
2008-11-05,51116,51116000000
2008-11-12,51318,51318000000
2008-11-19,50909,50909000000
2008-11-26,51098,51098000000
2008-12-03,51576,51576000000
2008-12-10,51740,51740000000
2008-12-17,52269,52269000000
2008-12-24,54074,54074000000
2008-12-31,53731,53731000000
2009-01-07,52249,52249000000
2009-01-14,51272,51272000000
2009-01-21,50872,50872000000
2009-01-28,50952,50952000000
2009-02-04,51126,51126000000
2009-02-11,50957,50957000000
2009-02-18,51010,51010000000
2009-02-25,50885,50885000000
2009-03-04,51057,51057000000
2009-03-11,50870,50870000000
2009-03-18,50820,50820000000
2009-03-25,50799,50799000000
2009-04-01,51203,51203000000
2009-04-08,51913,51913000000
2009-04-15,51553,51553000000
2009-04-22,51342,51342000000
2009-04-29,51693,51693000000
2009-05-06,52036,52036000000
2009-05-13,52198,52198000000
2009-05-20,52428,52428000000
2009-05-27,52231,52231000000
2009-06-03,52414,52414000000
2009-06-10,52306,52306000000
2009-06-17,52207,52207000000
2009-06-24,52524,52524000000
2009-07-01,53503,53503000000
2009-07-08,53068,53068000000
2009-07-15,52794,52794000000
2009-07-22,52689,52689000000
2009-07-29,53088,53088000000
2009-08-05,53573,53573000000
2009-08-12,52901,52901000000
2009-08-19,52641,52641000000
2009-08-26,52830,52830000000
2009-09-02,53386,53386000000
2009-09-09,53658,53658000000
2009-09-16,52843,52843000000
2009-09-23,52722,52722000000
2009-09-30,53123,53123000000
2009-10-07,53433,53433000000
2009-10-14,53543,53543000000
2009-10-21,52953,52953000000
2009-10-28,52971,52971000000
2009-11-04,53224,53224000000
2009-11-11,53486,53486000000
2009-11-18,52930,52930000000
2009-11-25,52922,52922000000
2009-12-02,53395,53395000000
2009-12-09,53498,53498000000
2009-12-16,53851,53851000000
2009-12-23,55635,55635000000
2009-12-30,55830,55830000000
2010-01-06,54148,54148000000
2010-01-13,52948,52948000000
2010-01-20,52406,52406000000
2010-01-27,52484,52484000000
2010-02-03,52826,52826000000
2010-02-10,52755,52755000000
2010-02-17,52787,52787000000
2010-02-24,52583,52583000000
2010-03-03,52692,52692000000
2010-03-10,52394,52394000000
2010-03-17,52195,52195000000
2010-03-24,52136,52136000000
2010-03-31,53252,53252000000
2010-04-07,52996,52996000000
2010-04-14,52590,52590000000
2010-04-21,52500,52500000000
2010-04-28,52817,52817000000
2010-05-05,53195,53195000000
2010-05-12,53070,53070000000
2010-05-19,53289,53289000000
2010-05-26,53995,53995000000
2010-06-02,53990,53990000000
2010-06-09,53798,53798000000
2010-06-16,54216,54216000000
2010-06-23,54722,54722000000
2010-06-30,55274,55274000000
2010-07-07,54740,54740000000
2010-07-14,54394,54394000000
2010-07-21,54327,54327000000
2010-07-28,54748,54748000000
2010-08-04,55315,55315000000
2010-08-11,54671,54671000000
2010-08-18,54437,54437000000
2010-08-25,54499,54499000000
2010-09-01,55240,55240000000
2010-09-08,55495,55495000000
2010-09-15,54743,54743000000
2010-09-22,54557,54557000000
2010-09-29,54950,54950000000
2010-10-06,55318,55318000000
2010-10-13,55485,55485000000
2010-10-20,54942,54942000000
2010-10-27,54972,54972000000
2010-11-03,55272,55272000000
2010-11-10,55631,55631000000
2010-11-17,55051,55051000000
2010-11-24,54972,54972000000
2010-12-01,55437,55437000000
2010-12-08,55653,55653000000
2010-12-15,55969,55969000000
2010-12-22,57405,57405000000
2010-12-29,58295,58295000000
2011-01-05,56948,56948000000
2011-01-12,55280,55280000000
2011-01-19,54668,54668000000
2011-01-26,54600,54600000000
2011-02-02,54901,54901000000
2011-02-09,54686,54686000000
2011-02-16,54495,54495000000
2011-02-23,54724,54724000000
2011-03-02,54777,54777000000
2011-03-09,54502,54502000000
2011-03-16,54279,54279000000
2011-03-23,54189,54189000000
2011-03-30,54569,54569000000
2011-04-06,54780,54780000000
2011-04-13,54674,54674000000
2011-04-20,55422,55422000000
2011-04-27,55386,55386000000
2011-05-04,55488,55488000000
2011-05-11,55289,55289000000
2011-05-18,55481,55481000000
2011-05-25,56028,56028000000
2011-06-01,56080,56080000000
2011-06-08,56054,56054000000
2011-06-15,55995,55995000000
2011-06-22,56234,56234000000
2011-06-29,57300,57300000000
2011-07-06,57201,57201000000
2011-07-13,56809,56809000000
2011-07-20,56708,56708000000
2011-07-27,56986,56986000000
2011-08-03,57643,57643000000
2011-08-10,57027,57027000000
2011-08-17,56813,56813000000
2011-08-24,56900,56900000000
2011-08-31,57659,57659000000
2011-09-07,58001,58001000000
2011-09-14,57129,57129000000
2011-09-21,56926,56926000000
2011-09-28,57205,57205000000
2011-10-05,57800,57800000000
2011-10-12,58001,58001000000
2011-10-19,57499,57499000000
2011-10-26,57490,57490000000
2011-11-02,57893,57893000000
2011-11-09,58241,58241000000
2011-11-16,58204,58204000000
2011-11-23,57948,57948000000
2011-11-30,58442,58442000000
2011-12-07,58727,58727000000
2011-12-14,58869,58869000000
2011-12-21,60095,60095000000
2011-12-28,61225,61225000000
2012-01-04,60146,60146000000
2012-01-11,58422,58422000000
2012-01-18,57768,57768000000
2012-01-25,57557,57557000000
2012-02-01,57785,57785000000
2012-02-08,57634,57634000000
2012-02-15,57372,57372000000
2012-02-22,57534,57534000000
2012-02-29,57528,57528000000
2012-03-07,57543,57543000000
2012-03-14,57291,57291000000
2012-03-21,57152,57152000000
2012-03-28,57703,57703000000
2012-04-04,58741,58741000000
2012-04-11,58333,58333000000
2012-04-18,58025,58025000000
2012-04-25,58057,58057000000
2012-05-02,58519,58519000000
2012-05-09,58579,58579000000
2012-05-16,58748,58748000000
2012-05-23,59188,59188000000
2012-05-30,59159,59159000000
2012-06-06,59362,59362000000
2012-06-13,59239,59239000000
2012-06-20,59336,59336000000
2012-06-27,60007,60007000000
2012-07-04,60601,60601000000
2012-07-11,60097,60097000000
2012-07-18,59891,59891000000
2012-07-25,59853,59853000000
2012-08-01,60448,60448000000
2012-08-08,60719,60719000000
2012-08-15,60065,60065000000
2012-08-22,59869,59869000000
2012-08-29,60308,60308000000
2012-09-05,60863,60863000000
2012-09-12,60206,60206000000
2012-09-19,59886,59886000000
2012-09-26,60049,60049000000
2012-10-03,60605,60605000000
2012-10-10,60719,60719000000
2012-10-17,60170,60170000000
2012-10-24,60056,60056000000
2012-10-31,60529,60529000000
2012-11-07,60662,60662000000
2012-11-14,60792,60792000000
2012-11-21,60481,60481000000
2012-11-28,60660,60660000000
2012-12-05,61047,61047000000
2012-12-12,61476,61476000000
2012-12-19,62299,62299000000
2012-12-26,63508,63508000000
2013-01-02,63432,63432000000
2013-01-09,61397,61397000000
2013-01-16,60288,60288000000
2013-01-23,59993,59993000000
2013-01-30,60235,60235000000
2013-02-06,60319,60319000000
2013-02-13,60200,60200000000
2013-02-20,60210,60210000000
2013-02-27,60142,60142000000
2013-03-06,60297,60297000000
2013-03-13,60093,60093000000
2013-03-20,60000,60000000000
2013-03-27,60849,60849000000
2013-04-03,60894,60894000000
2013-04-10,60691,60691000000
2013-04-17,60543,60543000000
2013-04-24,60714,60714000000
2013-05-01,61316,61316000000
2013-05-08,61506,61506000000
2013-05-15,61601,61601000000
2013-05-22,61942,61942000000
2013-05-29,61854,61854000000
2013-06-05,62099,62099000000
2013-06-12,62012,62012000000
2013-06-19,62089,62089000000
2013-06-26,62747,62747000000
2013-07-03,63381,63381000000
2013-07-10,62942,62942000000
2013-07-17,62676,62676000000
2013-07-24,62619,62619000000
2013-07-31,63252,63252000000
2013-08-07,63627,63627000000
2013-08-14,63057,63057000000
2013-08-21,62863,62863000000
2013-08-28,63330,63330000000
2013-09-04,63964,63964000000
2013-09-11,63346,63346000000
2013-09-18,62965,62965000000
2013-09-25,63047,63047000000
2013-10-02,63453,63453000000
2013-10-09,63627,63627000000
2013-10-16,63741,63741000000
2013-10-23,63311,63311000000
2013-10-30,63578,63578000000
2013-11-06,63871,63871000000
2013-11-13,63938,63938000000
2013-11-20,63565,63565000000
2013-11-27,63958,63958000000
2013-12-04,64246,64246000000
2013-12-11,64328,64328000000
2013-12-18,65300,65300000000
2013-12-25,67078,67078000000
2014-01-01,66616,66616000000
2014-01-08,64740,64740000000
2014-01-15,63764,63764000000
2014-01-22,63404,63404000000
2014-01-29,63511,63511000000
2014-02-05,63726,63726000000
2014-02-12,63656,63656000000
2014-02-19,63716,63716000000
2014-02-26,63560,63560000000
2014-03-05,63726,63726000000
2014-03-12,63515,63515000000
2014-03-19,63417,63417000000
2014-03-26,63581,63581000000
2014-04-02,64084,64084000000
2014-04-09,64129,64129000000
2014-04-16,64742,64742000000
2014-04-23,64605,64605000000
2014-04-30,64858,64858000000
2014-05-07,64946,64946000000
2014-05-14,65117,65117000000
2014-05-21,65430,65430000000
2014-05-28,65396,65396000000
2014-06-04,65597,65597000000
2014-06-11,65545,65545000000
2014-06-18,65538,65538000000
2014-06-25,66199,66199000000
2014-07-02,66985,66985000000
2014-07-09,66487,66487000000
2014-07-16,66162,66162000000
2014-07-23,66158,66158000000
2014-07-30,66739,66739000000
2014-08-06,67141,67141000000
2014-08-13,66726,66726000000
2014-08-20,66480,66480000000
2014-08-27,66922,66922000000
2014-09-03,67514,67514000000
2014-09-10,66877,66877000000
2014-09-17,66637,66637000000
2014-09-24,66683,66683000000
2014-10-01,67095,67095000000
2014-10-08,67339,67339000000
2014-10-15,67475,67475000000
2014-10-22,67012,67012000000
2014-10-29,67233,67233000000
2014-11-05,67479,67479000000
2014-11-12,67718,67718000000
2014-11-19,67201,67201000000
2014-11-26,67388,67388000000
2014-12-03,67799,67799000000
2014-12-10,67885,67885000000
2014-12-17,68669,68669000000
2014-12-24,70524,70524000000
2014-12-31,70024,70024000000
2015-01-07,68418,68418000000
2015-01-14,67330,67330000000
2015-01-21,66982,66982000000
2015-01-28,67141,67141000000
2015-02-04,67499,67499000000
2015-02-11,67531,67531000000
2015-02-18,67539,67539000000
2015-02-25,67517,67517000000
2015-03-04,67695,67695000000
2015-03-11,67513,67513000000
2015-03-18,67513,67513000000
2015-03-25,67716,67716000000
2015-04-01,68754,68754000000
2015-04-08,68491,68491000000
2015-04-15,68166,68166000000
2015-04-22,68282,68282000000
2015-04-29,68815,68815000000
2015-05-06,69122,69122000000
2015-05-13,69258,69258000000
2015-05-20,69597,69597000000
2015-05-27,69537,69537000000
2015-06-03,69953,69953000000
2015-06-10,69945,69945000000
2015-06-17,69980,69980000000
2015-06-24,70471,70471000000
2015-07-01,71428,71428000000
2015-07-08,71095,71095000000
2015-07-15,70863,70863000000
2015-07-22,70984,70984000000
2015-07-29,71583,71583000000
2015-08-05,72183,72183000000
2015-08-12,71742,71742000000
2015-08-19,71432,71432000000
2015-08-26,71718,71718000000
2015-09-02,72330,72330000000
2015-09-09,72715,72715000000
2015-09-16,72048,72048000000
2015-09-23,71956,71956000000
2015-09-30,72391,72391000000
2015-10-07,72683,72683000000
2015-10-14,72764,72764000000
2015-10-21,72325,72325000000
2015-10-28,72519,72519000000
2015-11-04,72710,72710000000
2015-11-11,73033,73033000000
2015-11-18,72560,72560000000
2015-11-25,72653,72653000000
2015-12-02,73161,73161000000
2015-12-09,73245,73245000000
2015-12-16,73770,73770000000
2015-12-23,75611,75611000000
2015-12-30,75926,75926000000
2016-01-06,74177,74177000000
2016-01-13,72962,72962000000
2016-01-20,72596,72596000000
2016-01-27,72808,72808000000
2016-02-03,73028,73028000000
2016-02-10,72962,72962000000
2016-02-17,72936,72936000000
2016-02-24,72756,72756000000
2016-03-02,72983,72983000000
2016-03-09,72894,72894000000
2016-03-16,72765,72765000000
2016-03-23,73510,73510000000
2016-03-30,73579,73579000000
2016-04-06,73542,73542000000
2016-04-13,73428,73428000000
2016-04-20,73536,73536000000
2016-04-27,73919,73919000000
2016-05-04,74347,74347000000
2016-05-11,74443,74443000000
2016-05-18,74696,74696000000
2016-05-25,75297,75297000000
2016-06-01,75452,75452000000
2016-06-08,75376,75376000000
2016-06-15,75144,75144000000
2016-06-22,75355,75355000000
2016-06-29,76538,76538000000
2016-07-06,76326,76326000000
2016-07-13,75943,75943000000
2016-07-20,75926,75926000000
2016-07-27,76541,76541000000
2016-08-03,76983,76983000000
2016-08-10,76521,76521000000
2016-08-17,76248,76248000000
2016-08-24,76285,76285000000
2016-08-31,76963,76963000000
2016-09-07,77320,77320000000
2016-09-14,76635,76635000000
2016-09-21,76389,76389000000
2016-09-28,76815,76815000000
2016-10-05,77272,77272000000
2016-10-12,77490,77490000000
2016-10-19,76941,76941000000
2016-10-26,77063,77063000000
2016-11-02,77355,77355000000
2016-11-09,77766,77766000000
2016-11-16,77312,77312000000
2016-11-23,77329,77329000000
2016-11-30,77727,77727000000
2016-12-07,78043,78043000000
2016-12-14,78407,78407000000
2016-12-21,79593,79593000000
2016-12-28,80619,80619000000
2017-01-04,79701,79701000000
2017-01-11,77925,77925000000
2017-01-18,77259,77259000000
2017-01-25,77162,77162000000
2017-02-01,77410,77410000000
2017-02-08,77278,77278000000
2017-02-15,77162,77162000000
2017-02-22,77273,77273000000
2017-03-01,77385,77385000000
2017-03-08,77218,77218000000
2017-03-15,77079,77079000000
2017-03-22,77020,77020000000
2017-03-29,77599,77599000000
2017-04-05,78107,78107000000
2017-04-12,78843,78843000000
2017-04-19,78647,78647000000
2017-04-26,78725,78725000000
2017-05-03,79364,79364000000
2017-05-10,79629,79629000000
2017-05-17,79800,79800000000
2017-05-24,80509,80509000000
2017-05-31,80665,80665000000
2017-06-07,80788,80788000000
2017-06-14,80789,80789000000
2017-06-21,81003,81003000000
2017-06-28,81884,81884000000
2017-07-05,82455,82455000000
2017-07-12,82041,82041000000
2017-07-19,81889,81889000000
2017-07-26,81934,81934000000
2017-08-02,82420,82420000000
2017-08-09,82475,82475000000
2017-08-16,81867,81867000000
2017-08-23,81737,81737000000
2017-08-30,82336,82336000000
2017-09-06,82686,82686000000
2017-09-13,81958,81958000000
2017-09-20,81651,81651000000
2017-09-27,81924,81924000000
2017-10-04,82409,82409000000
2017-10-11,82822,82822000000
2017-10-18,82683,82683000000
2017-10-25,82528,82528000000
2017-11-01,82507,82507000000
2017-11-08,82600,82600000000
2017-11-15,82691,82691000000
2017-11-22,82373,82373000000
2017-11-29,82515,82515000000
2017-12-06,82840,82840000000
2017-12-13,83204,83204000000
2017-12-20,84462,84462000000
2017-12-27,85775,85775000000
2018-01-03,85226,85226000000
2018-01-10,83219,83219000000
2018-01-17,82193,82193000000
2018-01-24,81831,81831000000
2018-01-31,82037,82037000000
2018-02-07,81996,81996000000
2018-02-14,82031,82031000000
2018-02-21,82082,82082000000
2018-02-28,81984,81984000000
2018-03-07,81845,81845000000
2018-03-14,81706,81706000000
2018-03-21,81811,81811000000
2018-03-28,82964,82964000000
2018-04-04,82866,82866000000
2018-04-11,82627,82627000000
2018-04-18,82584,82584000000
2018-04-25,82838,82838000000
2018-05-02,83262,83262000000
2018-05-09,83409,83409000000
2018-05-16,83847,83847000000
2018-05-23,84324,84324000000
2018-05-30,84390,84390000000
2018-06-06,84498,84498000000
2018-06-13,84386,84386000000
2018-06-20,84601,84601000000
2018-06-27,85551,85551000000
2018-07-04,86201,86201000000
2018-07-11,85689,85689000000
2018-07-18,85507,85507000000
2018-07-25,85784,85784000000
2018-08-01,86701,86701000000
2018-08-08,87093,87093000000
2018-08-15,87014,87014000000
2018-08-22,86865,86865000000
2018-08-29,87565,87565000000
2018-09-05,88225,88225000000
2018-09-12,88235,88235000000
2018-09-19,87833,87833000000
2018-09-26,88042,88042000000
2018-10-03,88008,88008000000
2018-10-10,87905,87905000000
2018-10-17,87105,87105000000
2018-10-24,86517,86517000000
2018-10-31,86839,86839000000
2018-11-07,86944,86944000000
2018-11-14,86904,86904000000
2018-11-21,86760,86760000000
2018-11-28,86982,86982000000
2018-12-05,87277,87277000000
2018-12-12,87430,87430000000
2018-12-19,88702,88702000000
2018-12-26,89912,89912000000
2019-01-02,90028,90028000000
2019-01-09,88317,88317000000
2019-01-16,87010,87010000000
2019-01-23,86393,86393000000
2019-01-30,86444,86444000000
2019-02-06,86431,86431000000
2019-02-13,86433,86433000000
2019-02-20,86516,86516000000
2019-02-27,86314,86314000000
2019-03-06,86249,86249000000
2019-03-13,86206,86206000000
2019-03-20,85993,85993000000
2019-03-27,86387,86387000000
2019-04-03,86791,86791000000
2019-04-10,86943,86943000000
2019-04-17,87818,87818000000
2019-04-24,87693,87693000000
2019-05-01,87794,87794000000
2019-05-08,88103,88103000000
2019-05-15,88542,88542000000
2019-05-22,88917,88917000000
2019-05-29,88711,88711000000
2019-06-05,88939,88939000000
2019-06-12,88963,88963000000
2019-06-19,89026,89026000000
2019-06-26,90023,90023000000
2019-07-03,90524,90524000000
2019-07-10,90014,90014000000
2019-07-17,89616,89616000000
2019-07-24,89671,89671000000
2019-07-31,90468,90468000000
2019-08-07,90653,90653000000
2019-08-14,89917,89917000000
2019-08-21,89685,89685000000
2019-08-28,90461,90461000000
2019-09-04,90995,90995000000
2019-09-11,90172,90172000000
2019-09-18,89621,89621000000
2019-09-25,89851,89851000000
2019-10-02,89857,89857000000
2019-10-09,90266,90266000000
2019-10-16,90212,90212000000
2019-10-23,89828,89828000000
2019-10-30,90028,90028000000
2019-11-06,90333,90333000000
2019-11-13,90129,90129000000
2019-11-20,89789,89789000000
2019-11-27,90080,90080000000
2019-12-04,90423,90423000000
2019-12-11,90543,90543000000
2019-12-18,91524,91524000000
2019-12-25,93086,93086000000
2020-01-01,93094,93094000000
2020-01-08,91486,91486000000
2020-01-15,90109,90109000000
2020-01-22,89389,89389000000
2020-01-29,89367,89367000000
2020-02-05,89413,89413000000
2020-02-12,89276,89276000000
2020-02-19,89222,89222000000
2020-02-26,89126,89126000000
2020-03-04,89204,89204000000
2020-03-11,89043,89043000000
2020-03-18,90005,90005000000
2020-03-25,91538,91538000000
2020-04-01,92131,92131000000
2020-04-08,92502,92502000000
2020-04-15,92930,92930000000
2020-04-22,93235,93235000000
2020-04-29,93777,93777000000
2020-05-06,94749,94749000000
2020-05-13,95395,95395000000
2020-05-20,96141,96141000000
2020-05-27,96718,96718000000
2020-06-03,97507,97507000000
2020-06-10,97981,97981000000
2020-06-17,98438,98438000000
2020-06-24,99114,99114000000
2020-07-01,100066,1.00066E+11
2020-07-08,100550,1.0055E+11
2020-07-15,100750,1.0075E+11
2020-07-22,101104,1.01104E+11
2020-07-29,101755,1.01755E+11
2020-08-05,102178,1.02178E+11
2020-08-12,102100,1.021E+11
2020-08-19,102025,1.02025E+11
2020-08-26,102189,1.02189E+11
2020-09-02,102618,1.02618E+11
2020-09-09,103016,1.03016E+11
2020-09-16,102799,1.02799E+11
2020-09-23,102740,1.0274E+11
2020-09-30,102984,1.02984E+11
2020-10-07,103428,1.03428E+11
2020-10-14,103651,1.03651E+11
2020-10-21,103336,1.03336E+11
2020-10-28,103495,1.03495E+11
2020-11-04,103857,1.03857E+11
2020-11-11,104241,1.04241E+11
2020-11-18,104202,1.04202E+11
2020-11-25,104175,1.04175E+11
2020-12-02,104572,1.04572E+11
2020-12-09,104915,1.04915E+11
